timestamp,forecast,model_name,split,training_horizon,forecast_horizon
2024-09-21 23:00:00,37225.043,BiLSTM_wFC,1,1344,24
2024-09-22 00:00:00,35922.777,BiLSTM_wFC,1,1344,24
2024-09-22 01:00:00,35406.37,BiLSTM_wFC,1,1344,24
2024-09-22 02:00:00,34339.273,BiLSTM_wFC,1,1344,24
2024-09-22 03:00:00,34544.8,BiLSTM_wFC,1,1344,24
2024-09-22 04:00:00,35291.2,BiLSTM_wFC,1,1344,24
2024-09-22 05:00:00,36413.832,BiLSTM_wFC,1,1344,24
2024-09-22 06:00:00,38094.6,BiLSTM_wFC,1,1344,24
2024-09-22 07:00:00,40502.094,BiLSTM_wFC,1,1344,24
2024-09-22 08:00:00,42859.9,BiLSTM_wFC,1,1344,24
2024-09-22 09:00:00,44816.99,BiLSTM_wFC,1,1344,24
2024-09-22 10:00:00,44861.367,BiLSTM_wFC,1,1344,24
2024-09-22 11:00:00,45494.867,BiLSTM_wFC,1,1344,24
2024-09-22 12:00:00,43637.742,BiLSTM_wFC,1,1344,24
2024-09-22 13:00:00,42037.79,BiLSTM_wFC,1,1344,24
2024-09-22 14:00:00,41316.242,BiLSTM_wFC,1,1344,24
2024-09-22 15:00:00,41738.215,BiLSTM_wFC,1,1344,24
2024-09-22 16:00:00,44474.11,BiLSTM_wFC,1,1344,24
2024-09-22 17:00:00,44881.44,BiLSTM_wFC,1,1344,24
2024-09-22 18:00:00,45344.816,BiLSTM_wFC,1,1344,24
2024-09-22 19:00:00,44319.21,BiLSTM_wFC,1,1344,24
2024-09-22 20:00:00,43259.504,BiLSTM_wFC,1,1344,24
2024-09-22 21:00:00,43081.254,BiLSTM_wFC,1,1344,24
2024-09-22 22:00:00,40272.574,BiLSTM_wFC,1,1344,24
2024-09-22 23:00:00,39431.63,BiLSTM_wFC,2,1344,24
2024-09-23 00:00:00,38190.383,BiLSTM_wFC,2,1344,24
2024-09-23 01:00:00,36897.863,BiLSTM_wFC,2,1344,24
2024-09-23 02:00:00,36482.1,BiLSTM_wFC,2,1344,24
