timestamp,forecast
2024-12-15 23:00:00,54487.688447375345
2024-12-16 00:00:00,54190.399638428236
2024-12-16 01:00:00,54321.91408177225
2024-12-16 02:00:00,54901.694186829016
2024-12-16 03:00:00,55864.78793292196
2024-12-16 04:00:00,56884.02315662951
2024-12-16 05:00:00,57687.516286472586
2024-12-16 06:00:00,58285.81078722453
2024-12-16 07:00:00,58775.6139974441
2024-12-16 08:00:00,59196.818813523205
2024-12-16 09:00:00,59514.60332310428
2024-12-16 10:00:00,59706.120811966204
2024-12-16 11:00:00,59813.239804327066
2024-12-16 12:00:00,59888.06248950619
2024-12-16 13:00:00,59935.0122586214
2024-12-16 14:00:00,59927.12234632243
2024-12-16 15:00:00,59850.6336922121
2024-12-16 16:00:00,59721.96782452986
2024-12-16 17:00:00,59565.811522890814
2024-12-16 18:00:00,59393.57105562516
2024-12-16 19:00:00,59207.976417419995
2024-12-16 20:00:00,59017.9993122609
2024-12-16 21:00:00,58840.64185282677
2024-12-16 22:00:00,58690.39582310773
2024-12-16 23:00:00,55016.14331889648
2024-12-17 00:00:00,52611.682631016076
2024-12-17 01:00:00,51153.3473794027
2024-12-17 02:00:00,50587.82964614206
2024-12-17 03:00:00,50820.9543431089
2024-12-17 04:00:00,51517.75170392554
2024-12-17 05:00:00,52493.09527041368
2024-12-17 06:00:00,53624.09695682015
2024-12-17 07:00:00,54850.32955176077
2024-12-17 08:00:00,56075.30386662197
2024-12-17 09:00:00,57231.86633086031
2024-12-17 10:00:00,58280.70870020321
2024-12-17 11:00:00,59225.49604652127
2024-12-17 12:00:00,60055.69155007478
2024-12-17 13:00:00,60744.53439950091
2024-12-17 14:00:00,61260.90630066969
2024-12-17 15:00:00,61594.91609993547
2024-12-17 16:00:00,61753.220101456456
2024-12-17 17:00:00,61749.925911285776
2024-12-17 18:00:00,61599.90900097433
2024-12-17 19:00:00,61325.85654169793
2024-12-17 20:00:00,60960.17397302327
2024-12-17 21:00:00,60540.07815880386
2024-12-17 22:00:00,60098.9442770423
2024-12-17 23:00:00,50958.38900947108
2024-12-18 00:00:00,49223.64215279515
2024-12-18 01:00:00,48707.60454760033
2024-12-18 02:00:00,49342.31290188333
2024-12-18 03:00:00,50714.234445228154
2024-12-18 04:00:00,52372.416425402036
2024-12-18 05:00:00,54095.4014624561
2024-12-18 06:00:00,55822.845571015954
2024-12-18 07:00:00,57483.98315938783
2024-12-18 08:00:00,58933.01916876526
2024-12-18 09:00:00,60094.08549829893
2024-12-18 10:00:00,60992.473465321506
2024-12-18 11:00:00,61692.10882606127
2024-12-18 12:00:00,62211.14738811606
2024-12-18 13:00:00,62526.45167462447
2024-12-18 14:00:00,62626.36578138431
2024-12-18 15:00:00,62538.29624663265
2024-12-18 16:00:00,62301.67056706115
2024-12-18 17:00:00,61943.82466971271
2024-12-18 18:00:00,61484.514110549826
2024-12-18 19:00:00,60955.19859775928
2024-12-18 20:00:00,60400.86995152309
2024-12-18 21:00:00,59864.78337032056
2024-12-18 22:00:00,59376.11703856306
2024-12-18 23:00:00,51271.42042401549
2024-12-19 00:00:00,49024.59118829261
2024-12-19 01:00:00,48206.18702035845
2024-12-19 02:00:00,48548.18204749975
2024-12-19 03:00:00,49694.73029585411
2024-12-19 04:00:00,51220.36557263847
2024-12-19 05:00:00,52984.97788641773
2024-12-19 06:00:00,54822.18060096744
2024-12-19 07:00:00,56588.712889020404
2024-12-19 08:00:00,58118.772515603145
2024-12-19 09:00:00,59384.54344822435
2024-12-19 10:00:00,60421.39323007885
2024-12-19 11:00:00,61275.17608970333
2024-12-19 12:00:00,61933.0564636913
2024-12-19 13:00:00,62375.010272927735
2024-12-19 14:00:00,62599.982881188356
2024-12-19 15:00:00,62634.6508160928
2024-12-19 16:00:00,62500.26563397592
2024-12-19 17:00:00,62211.40943755836
2024-12-19 18:00:00,61788.219190335185
2024-12-19 19:00:00,61270.47374735034
2024-12-19 20:00:00,60706.79805471426
2024-12-19 21:00:00,60140.41203328834
2024-12-19 22:00:00,59602.649501454136
2024-12-19 23:00:00,52924.9396120471
2024-12-20 00:00:00,51603.50171750681
2024-12-20 01:00:00,51226.9822503895
2024-12-20 02:00:00,51617.140299513245
2024-12-20 03:00:00,52488.312687312035
2024-12-20 04:00:00,53640.31769404966
2024-12-20 05:00:00,54971.46882359348
2024-12-20 06:00:00,56340.14476993825
2024-12-20 07:00:00,57606.021992949485
2024-12-20 08:00:00,58680.70891063997
2024-12-20 09:00:00,59562.45460755872
2024-12-20 10:00:00,60283.40371746265
2024-12-20 11:00:00,60857.205091184274
2024-12-20 12:00:00,61271.897068495055
2024-12-20 13:00:00,61523.67856669415
2024-12-20 14:00:00,61626.143952704755
2024-12-20 15:00:00,61598.78077339776
2024-12-20 16:00:00,61453.45002237721
2024-12-20 17:00:00,61200.666558180244
2024-12-20 18:00:00,60861.06756377445
2024-12-20 19:00:00,60466.805588703726
2024-12-20 20:00:00,60051.331902668266
2024-12-20 21:00:00,59641.93265939046
2024-12-20 22:00:00,59259.80875999817
