timestamp,forecast,model_name,split,training_horizon,forecast_horizon
2024-11-20 23:00:00,47819.312,LSTM_wFC_v2,1,336,24
2024-11-21 00:00:00,46079.305,LSTM_wFC_v2,1,336,24
2024-11-21 01:00:00,45216.44,LSTM_wFC_v2,1,336,24
2024-11-21 02:00:00,45177.633,LSTM_wFC_v2,1,336,24
2024-11-21 03:00:00,45514.36,LSTM_wFC_v2,1,336,24
2024-11-21 04:00:00,49118.266,LSTM_wFC_v2,1,336,24
2024-11-21 05:00:00,53805.668,LSTM_wFC_v2,1,336,24
2024-11-21 06:00:00,59445.15,LSTM_wFC_v2,1,336,24
2024-11-21 07:00:00,64958.66,LSTM_wFC_v2,1,336,24
2024-11-21 08:00:00,64703.34,LSTM_wFC_v2,1,336,24
2024-11-21 09:00:00,67370.39,LSTM_wFC_v2,1,336,24
2024-11-21 10:00:00,68094.37,LSTM_wFC_v2,1,336,24
2024-11-21 11:00:00,67716.09,LSTM_wFC_v2,1,336,24
2024-11-21 12:00:00,66345.42,LSTM_wFC_v2,1,336,24
2024-11-21 13:00:00,63244.75,LSTM_wFC_v2,1,336,24
2024-11-21 14:00:00,62646.285,LSTM_wFC_v2,1,336,24
2024-11-21 15:00:00,61921.18,LSTM_wFC_v2,1,336,24
2024-11-21 16:00:00,64485.23,LSTM_wFC_v2,1,336,24
2024-11-21 17:00:00,62250.266,LSTM_wFC_v2,1,336,24
2024-11-21 18:00:00,63053.613,LSTM_wFC_v2,1,336,24
2024-11-21 19:00:00,60972.43,LSTM_wFC_v2,1,336,24
2024-11-21 20:00:00,57978.77,LSTM_wFC_v2,1,336,24
2024-11-21 21:00:00,55093.797,LSTM_wFC_v2,1,336,24
2024-11-21 22:00:00,50490.863,LSTM_wFC_v2,1,336,24
2024-11-21 23:00:00,47214.996,LSTM_wFC_v2,2,336,24
2024-11-22 00:00:00,46294.105,LSTM_wFC_v2,2,336,24
2024-11-22 01:00:00,44338.754,LSTM_wFC_v2,2,336,24
2024-11-22 02:00:00,44965.23,LSTM_wFC_v2,2,336,24
